;CustomerID;Recency;Frequency;Monetary;R_Score;F_Score;M_Score;RFMScore;Customer_Segmentation;CompanyName;ContactName;ContactTitle;Address;City;Country;Phone;OrderID;EmployeeID;OrderDate;RequiredDate;ShipVia;Freight;ShipName;ShipAddress;ShipCity;ShipCountry;ProductID;UnitPrice_x;Quantity;Discount;ProductName;SupplierID;CategoryID;QuantityPerUnit;UnitPrice_y;UnitsInStock;UnitsOnOrder;ReorderLevel;Discontinued;recentpurchasedate;TotalSales
1725;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;11030;7;1998-04-17 00:00:00;1998-05-15 00:00:00;2;830,75;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;29;123.79;60;0.25;Thoringer Rostbratwurst;12;6;50 bags x 30 sausgs.;123.79;0;0;0;True;1998-04-17;7412.0
1724;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10510;6;1997-04-18 00:00:00;1997-05-16 00:00:00;3;367,63;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;29;123.79;36;0.0;Thoringer Rostbratwurst;12;6;50 bags x 30 sausgs.;123.79;0;0;0;True;1997-04-18;4456.0
1723;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10440;4;1997-02-10 00:00:00;1997-03-10 00:00:00;2;86,53;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;29;99.0;24;0.15;Thoringer Rostbratwurst;12;6;50 bags x 30 sausgs.;123.79;0;0;0;True;1997-02-10;2372.0
1722;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;11031;6;1998-04-17 00:00:00;1998-05-15 00:00:00;2;227,22;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;1;18.0;45;0.0;Chai;1;1;10 boxes x 20 bags;18.0;39;0;10;False;1998-04-17;810.0
1721;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10847;4;1998-01-22 00:00:00;1998-02-05 00:00:00;3;487,57;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;1;18.0;80;0.2;Chai;1;1;10 boxes x 20 bags;18.0;39;0;10;False;1998-01-22;1424.0
1733;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10757;6;1997-11-27 00:00:00;1997-12-25 00:00:00;1;8,19;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;62;49.3;30;0.0;Tarte au sucre;29;3;48 pies;49.3;17;0;0;False;1997-11-27;1479.0
1690;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10714;5;1997-10-22 00:00:00;1997-11-19 00:00:00;3;24,49;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;56;38.0;18;0.25;Gnocchi di nonna Alice;26;5;24 - 250 g pkgs.;38.0;21;10;30;False;1997-10-22;680.0
1742;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10847;4;1998-01-22 00:00:00;1998-02-05 00:00:00;3;487,57;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;37;26.0;60;0.2;Gravad lax;17;8;12 - 500 g pkgs.;26.0;11;50;25;False;1998-01-22;1548.0
1688;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10555;6;1997-06-02 00:00:00;1997-06-30 00:00:00;3;252,49;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;56;38.0;40;0.2;Gnocchi di nonna Alice;26;5;24 - 250 g pkgs.;38.0;21;10;30;False;1997-06-02;1512.0
1657;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10555;6;1997-06-02 00:00:00;1997-06-30 00:00:00;3;252,49;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;19;9.2;35;0.2;Teatime Chocolate Biscuits;8;3;10 boxes x 12 pieces;9.2;25;0;5;False;1997-06-02;315.0
1656;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;11031;6;1998-04-17 00:00:00;1998-05-15 00:00:00;2;227,22;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;13;6.0;80;0.0;Konbu;6;8;2 kg box;6.0;24;0;5;False;1998-04-17;480.0
1655;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;11002;4;1998-04-06 00:00:00;1998-05-04 00:00:00;1;141,16;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;13;6.0;56;0.0;Konbu;6;8;2 kg box;6.0;24;0;5;False;1998-04-06;336.0
1654;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10983;2;1998-03-27 00:00:00;1998-04-24 00:00:00;2;657,54;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;13;6.0;84;0.15;Konbu;6;8;2 kg box;6.0;24;0;5;False;1998-03-27;491.0
1653;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10894;1;1998-02-18 00:00:00;1998-03-18 00:00:00;1;116,13;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;13;6.0;28;0.05;Konbu;6;8;2 kg box;6.0;24;0;5;False;1998-02-18;167.0
1652;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10847;4;1998-01-22 00:00:00;1998-02-05 00:00:00;3;487,57;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;60;34.0;45;0.2;Camembert Pierrot;28;4;15 - 300 g rounds;34.0;19;0;0;False;1998-01-22;1521.0
1651;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10657;2;1997-09-04 00:00:00;1997-10-02 00:00:00;2;352,69;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;60;34.0;30;0.0;Camembert Pierrot;28;4;15 - 300 g rounds;34.0;19;0;0;False;1997-09-04;1020.0
1650;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10612;1;1997-07-28 00:00:00;1997-08-25 00:00:00;2;544,08;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;60;34.0;40;0.0;Camembert Pierrot;28;4;15 - 300 g rounds;34.0;19;0;0;False;1997-07-28;1360.0
1649;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;11002;4;1998-04-06 00:00:00;1998-05-04 00:00:00;1;141,16;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;42;14.0;24;0.15;Singaporean Hokkien Fried Mee;20;5;32 - 1 kg pkgs.;14.0;26;0;0;True;1998-04-06;332.0
1648;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10882;4;1998-02-11 00:00:00;1998-03-11 00:00:00;3;23,1;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;42;14.0;25;0.0;Singaporean Hokkien Fried Mee;20;5;32 - 1 kg pkgs.;14.0;26;0;0;True;1998-02-11;350.0
1647;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10555;6;1997-06-02 00:00:00;1997-06-30 00:00:00;3;252,49;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;14;23.25;30;0.2;Tofu;6;7;40 - 100 g pkgs.;23.25;35;0;0;False;1997-06-02;691.0
1646;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10393;1;1996-12-25 00:00:00;1997-01-22 00:00:00;3;126,56;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;14;18.6;42;0.25;Tofu;6;7;40 - 100 g pkgs.;23.25;35;0;0;False;1996-12-25;771.0
1658;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10711;5;1997-10-21 00:00:00;1997-12-02 00:00:00;2;52,41;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;19;9.2;12;0.0;Teatime Chocolate Biscuits;8;3;10 boxes x 12 pieces;9.2;25;0;5;False;1997-10-21;110.0
1645;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10894;1;1998-02-18 00:00:00;1998-03-18 00:00:00;1;116,13;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;69;36.0;50;0.05;Gudbrandsdalsost;15;4;10 kg pkg.;36.0;26;0;15;False;1998-02-18;1798.0
1689;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10657;2;1997-09-04 00:00:00;1997-10-02 00:00:00;2;352,69;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;56;38.0;45;0.0;Gnocchi di nonna Alice;26;5;24 - 250 g pkgs.;38.0;21;10;30;False;1997-09-04;1710.0
1642;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10700;3;1997-10-10 00:00:00;1997-11-07 00:00:00;1;65,1;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;71;21.5;60;0.2;Flotemysost;15;4;10 - 500 g pkgs.;21.5;26;0;0;False;1997-10-10;1278.0
1641;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10714;5;1997-10-22 00:00:00;1997-11-19 00:00:00;3;24,49;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;58;13.25;12;0.25;Escargots de Bourgogne;27;8;24 pieces;13.25;62;0;20;False;1997-10-22;156.0
1640;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;11030;7;1998-04-17 00:00:00;1998-05-15 00:00:00;2;830,75;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;59;55.0;100;0.25;Raclette Courdavault;28;4;5 kg pkg.;55.0;79;0;0;False;1998-04-17;5475.0
1639;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10757;6;1997-11-27 00:00:00;1997-12-25 00:00:00;1;8,19;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;59;55.0;7;0.0;Raclette Courdavault;28;4;5 kg pkg.;55.0;79;0;0;False;1997-11-27;385.0
1638;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10324;9;1996-10-08 00:00:00;1996-11-05 00:00:00;1;214,27;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;59;44.0;40;0.15;Raclette Courdavault;28;4;5 kg pkg.;55.0;79;0;0;False;1996-10-08;1754.0
1637;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10612;1;1997-07-28 00:00:00;1997-08-25 00:00:00;2;544,08;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;76;18.0;80;0.0;Lakkalikori;23;1;500 ml;18.0;57;0;20;False;1997-07-28;1440.0
1636;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10324;9;1996-10-08 00:00:00;1996-11-05 00:00:00;1;214,27;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;63;35.1;80;0.15;Vegie-spread;7;2;15 - 625 g jars;43.9;24;0;5;False;1996-10-08;2796.0
1635;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10713;1;1997-10-22 00:00:00;1997-11-19 00:00:00;1;167,05;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;46;12.0;24;0.0;Spegesild;21;8;4 - 450 g glasses;12.0;95;0;0;False;1997-10-22;288.0
1634;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10657;2;1997-09-04 00:00:00;1997-10-02 00:00:00;2;352,69;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;46;12.0;45;0.0;Spegesild;21;8;4 - 450 g glasses;12.0;95;0;0;False;1997-09-04;540.0
1633;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10324;9;1996-10-08 00:00:00;1996-11-05 00:00:00;1;214,27;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;46;9.6;30;0.0;Spegesild;21;8;4 - 450 g glasses;12.0;95;0;0;False;1996-10-08;288.0
1632;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10452;8;1997-02-20 00:00:00;1997-03-20 00:00:00;1;140,26;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;28;36.4;15;0.0;Rossle Sauerkraut;12;7;25 - 825 g cans;45.6;26;0;0;True;1997-02-20;546.0
1644;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;11031;6;1998-04-17 00:00:00;1998-05-15 00:00:00;2;227,22;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;71;21.5;16;0.0;Flotemysost;15;4;10 - 500 g pkgs.;21.5;26;0;0;False;1998-04-17;344.0
1659;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10847;4;1998-01-22 00:00:00;1998-02-05 00:00:00;3;487,57;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;19;9.2;12;0.2;Teatime Chocolate Biscuits;8;3;10 boxes x 12 pieces;9.2;25;0;5;False;1998-01-22;108.0
1643;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10847;4;1998-01-22 00:00:00;1998-02-05 00:00:00;3;487,57;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;71;21.5;55;0.2;Flotemysost;15;4;10 - 500 g pkgs.;21.5;26;0;0;False;1998-01-22;1171.0
1661;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10941;7;1998-03-11 00:00:00;1998-04-08 00:00:00;2;400,81;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;72;34.8;50;0.0;Mozzarella di Giovanni;14;4;24 - 200 g pkgs.;34.8;14;0;0;False;1998-03-11;1740.0
1660;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10607;5;1997-07-22 00:00:00;1997-08-19 00:00:00;1;200,24;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;72;34.8;12;0.0;Mozzarella di Giovanni;14;4;24 - 200 g pkgs.;34.8;14;0;0;False;1997-07-22;418.0
1687;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;11031;6;1998-04-17 00:00:00;1998-05-15 00:00:00;2;227,22;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;24;4.5;21;0.0;Guarano Fantostica;10;1;12 - 355 ml cans;4.5;20;0;0;True;1998-04-17;94.0
1686;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10984;1;1998-03-30 00:00:00;1998-04-27 00:00:00;3;211,22;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;24;4.5;20;0.0;Guarano Fantostica;10;1;12 - 355 ml cans;4.5;20;0;0;True;1998-03-30;90.0
1685;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10555;6;1997-06-02 00:00:00;1997-06-30 00:00:00;3;252,49;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;24;4.5;18;0.2;Guarano Fantostica;10;1;12 - 355 ml cans;4.5;20;0;0;True;1997-06-02;77.0
1684;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;11030;7;1998-04-17 00:00:00;1998-05-15 00:00:00;2;830,75;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;2;19.0;100;0.25;Chang;1;1;24 - 12 oz bottles;19.0;17;40;25;False;1998-04-17;1875.0
1683;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10722;8;1997-10-29 00:00:00;1997-12-10 00:00:00;1;74,58;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;2;19.0;3;0.0;Chang;1;1;24 - 12 oz bottles;19.0;17;40;25;False;1997-10-29;57.0
1682;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10714;5;1997-10-22 00:00:00;1997-11-19 00:00:00;3;24,49;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;2;19.0;30;0.25;Chang;1;1;24 - 12 oz bottles;19.0;17;40;25;False;1997-10-22;562.0
1680;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10393;1;1996-12-25 00:00:00;1997-01-22 00:00:00;3;126,56;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;2;15.2;25;0.25;Chang;1;1;24 - 12 oz bottles;19.0;17;40;25;False;1996-12-25;374.0
1679;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10894;1;1998-02-18 00:00:00;1998-03-18 00:00:00;1;116,13;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;75;7.75;120;0.05;Rhonbrou Klosterbier;12;1;24 - 0.5 l bottles;7.75;125;0;25;False;1998-02-18;924.0
1678;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10722;8;1997-10-29 00:00:00;1997-12-10 00:00:00;1;74,58;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;75;7.75;42;0.0;Rhonbrou Klosterbier;12;1;24 - 0.5 l bottles;7.75;125;0;25;False;1997-10-29;326.0
1677;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10510;6;1997-04-18 00:00:00;1997-05-16 00:00:00;3;367,63;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;75;7.75;36;0.1;Rhonbrou Klosterbier;12;1;24 - 0.5 l bottles;7.75;125;0;25;False;1997-04-18;275.0
1676;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10815;2;1998-01-05 00:00:00;1998-02-02 00:00:00;3;14,62;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;33;2.5;16;0.0;Geitost;15;4;500 g;2.5;112;0;20;False;1998-01-05;40.0
1675;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10678;7;1997-09-23 00:00:00;1997-10-21 00:00:00;3;388,98;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;33;2.5;30;0.0;Geitost;15;4;500 g;2.5;112;0;20;False;1997-09-23;75.0
1681;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10440;4;1997-02-10 00:00:00;1997-03-10 00:00:00;2;86,53;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;2;15.2;45;0.15;Chang;1;1;24 - 12 oz bottles;19.0;17;40;25;False;1997-02-10;677.0
1673;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10713;1;1997-10-22 00:00:00;1997-11-19 00:00:00;1;167,05;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;26;31.23;30;0.0;Gumbor Gummiborchen;11;3;100 - 250 g bags;31.23;15;0;0;False;1997-10-22;937.0
1662;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10607;5;1997-07-22 00:00:00;1997-08-19 00:00:00;1;200,24;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;40;18.4;42;0.0;Boston Crab Meat;19;8;24 - 4 oz tins;18.4;123;0;30;False;1997-07-22;773.0
1674;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10607;5;1997-07-22 00:00:00;1997-08-19 00:00:00;1;200,24;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;33;2.5;14;0.0;Geitost;15;4;500 g;2.5;112;0;20;False;1997-07-22;35.0
1664;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10983;2;1998-03-27 00:00:00;1998-04-24 00:00:00;2;657,54;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;57;19.5;15;0.0;Ravioli Angelo;26;5;24 - 250 g pkgs.;19.5;36;0;20;False;1998-03-27;292.0
1665;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10607;5;1997-07-22 00:00:00;1997-08-19 00:00:00;1;200,24;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;17;39.0;100;0.0;Alice Mutton;7;6;20 - 1 kg tins;39.0;0;0;0;True;1997-07-22;3900.0
1666;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10714;5;1997-10-22 00:00:00;1997-11-19 00:00:00;3;24,49;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;17;39.0;27;0.25;Alice Mutton;7;6;20 - 1 kg tins;39.0;0;0;0;True;1997-10-22;1046.0
1667;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;11064;1;1998-05-01 00:00:00;1998-05-29 00:00:00;1;30,09;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;17;39.0;77;0.1;Alice Mutton;7;6;20 - 1 kg tins;39.0;0;0;0;True;1998-05-01;2995.0
1663;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10748;3;1997-11-20 00:00:00;1997-12-18 00:00:00;1;232,55;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;40;18.4;40;0.0;Boston Crab Meat;19;8;24 - 4 oz tins;18.4;123;0;30;False;1997-11-20;736.0
1668;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10700;3;1997-10-10 00:00:00;1997-11-07 00:00:00;1;65,1;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;34;14.0;12;0.2;Sasquatch Ale;16;1;24 - 12 oz bottles;14.0;111;0;15;False;1997-10-10;166.0
1669;SAVEA;5;116;115252.0;4;4;4;444;Loyal Customers;Save-a-lot Markets;Jose Pavarotti;Sales Representative;187 Suffolk Ln.;Boise;USA;(208) 555-8097;10757;6;1997-11-27 00:00:00;1997-12-25 00:00:00;1;8,19;Save-a-lot Markets;187 Suffolk Ln.;Boise;USA;34;14.0;30;0.0;Sasquatch Ale;16;1;24 - 12 oz bottles;14.0;111;0;15;False;1997-11-27;420.0
